0.0 1.0
0.05 0.9996875650920676
0.1 0.998750846000697
0.15 0.9971915982815179
0.2 0.9950127433916958
0.25 0.992218361998064
0.3 0.9888136846314032
0.35 0.9848050797096911
0.4 0.9802000389595715
0.45 0.9750071602716417
0.5 0.9692361280314203
0.55 0.96289769097402
0.6 0.9560036376165817
0.65 0.9485667693284375
0.7 0.9406008711047282
0.75 0.9321206801147854
0.8 0.9231418521020106
0.85 0.9136809257172136
0.9 0.9037552848723767
0.95 0.893383119206635
1.0 0.8825833827608391
1.05 0.8713757509613844
1.1 0.8597805760181138
1.15 0.847818840844888
1.2 0.8355121116150215
1.25 0.8228824890670133
1.3 0.809952558679047
1.35 0.796745339833377
1.4 0.783284234094168
1.45 0.769592972724428
1.5 0.7556955635694231
1.55 0.7416162374354961
1.6 0.7273793940942814
1.65 0.7130095480431883
1.7 0.6985312741534845
1.75 0.6839691533375015
1.8 0.6693477183663346
1.85 0.6546913999689045
1.9 0.6400244733424798
1.95 0.6253710052036047
2.0 0.6107548015069395
2.05 0.5961993559577636
2.1 0.5817277994418314
2.15 0.5673628504938414
2.2 0.553126766923186
2.25 0.5390412987125889
2.3 0.5251276423020441
2.35 0.5114063963668974
2.4 0.4978975191951467
2.45 0.4846202877649113
2.5 0.47159325861878154
2.55 0.45883423062717166
2.6 0.44636020972801865
2.65 0.43418737572518074
2.7 0.4223310512227297
2.75 0.41080567276689184
2.8 0.39962476426189475
2.85 0.3888009127201876
2.9 0.3783457464017125
2.95 0.3682699153908383
3.0 0.35858307465348876
3.05 0.3492938696107545
3.1 0.34040992425899175
3.15 0.331937831860011
3.2 0.3238831482185317
3.25 0.31625038755762125
3.3 0.3090430209963146
3.35 0.30226347762710254
3.4 0.29591314818454484
3.45 0.2899923912897125
3.5 0.2845005422487994
3.55 0.27943592437784714
3.6 0.27479586281922563
3.65 0.2705767008093629
3.7 0.26677381835102276
3.75 0.2633816532375546
3.8 0.26039372437061636
3.85 0.2578026573072184
3.9 0.2556002119663964
3.95 0.2537773124204722
4.0 0.2523240786906785
4.05 0.2512298604620284
4.1 0.25048327262747394
4.15 0.25007223256698885
4.2 0.24998399906285185
4.25 0.2502052127484524
4.3 0.25072193798413467
4.35 0.2515197060500968
4.4 0.25258355954320877
4.45 0.2538980978616098
4.5 0.2554475236583516
4.55 0.2572156901430048
4.6 0.25918614910814486
4.65 0.2613421995558566
4.7 0.26366693679804787
4.75 0.2661433019032636
4.8 0.26875413136189974
4.85 0.2714822068413158
4.9 0.27431030490218955
4.95 0.27722124654770663
5.0 0.2801979464776434
